texto,classe
contratação de empresa locadora de veículo pick-up com motorista para a câmara municipal de lagoa do barro do piaui,0
contratação de empresa e/ou profissional especializado para assessoramento jurídico com na supervisão do setor de licitações abrangendo elaboração de editais e organização geral dos processos.,0
contratação de empresa para forneceimento de material permanente - moveis para equipar a nova sede da secretaria de educação do município de união-pi,0
prestação de serviços técnico especializado de consultoria treinamento e assessoramento em processos administrativos especialmente licitações públicas e contratos com empresa de notória especialização,0
contratação de empresa especializada em obras e serviços de engenharia para realizar reassentamento de calçamentos nas ruas e avenidas do municipio de barro duro - pi.,0
contrato de empresa especializada em limpeza de fossas,0
contratação de empresa especializada para implantação de sistema fotovoltaico conectado á rede de energia elétrica no município de sussuapara-pi conforme descrito na planilha orçamentária e cronograma físico financeiro constante no aneco i do edital,0
aquisição de ar-condicionado para atender as necessidades da secretaria municipal de saúde do município de palmeirais- pi ,0
a apresentação artistica do cantor cristian ribeiro aser realizada no festejo de santa marta na cidade de corrente - pi na data de 28/07/2023 com duração de 01:20 hs,0
manutenção suporte técnico e serviços de tecnologia da informação para funcionamento do sistema integrado de administração financeira e controle (siaf) abrangendo vários módulos....,0
“prestação de serviços artísticos para show da banda thiaguin em comemoração ao aniversário dos 63 anos de emancipação política do município de são julião/pi na data de 18 de dezembro de 2023”.,0
contratação de empresa especializada para manutenção preventiva reposição de peças e seguro contra acidentes de 2 elevadores panorâmicos.,0
 registro de preço para contratação de empresa para aquisição de material de consumo para as creches da secretaria municipal de educação do município de piripiri-pi para suprir as necessidades das creches municipais da secretaria municipal de educação – seduc,0
contratação de empresa especializada na confecção de material/serviço gráfico para atendimento ao expediente das secretarias municipais de antônio almeida - pi conforme especificações e quantidades descritas no termo de referência - anexo i deste edital.,0
serviço de manutenção corretiva e evolutiva do site armazenamento e disponibilização de dados para internet atraves da hospedagem de sítio eletronico site ou pagina que compõe o dominio <www.saojoaodopiaui.pi.gov.br>.,0
registro de preços para contratação de empresa para eventual fornecimento de material de limpeza utensílios descartáveis e expediente em geral para atender as demandas de todas as secretarias do município de campo maior – pi. ,0
contratação de empresa para fornecimento de equipamentos de sistema de câmeras de segurança da appm com instalação do mesmo.,0
contratação de empresa para fornecimento de material de natureza permanente. ,0
contratação dos serviços de limpeza de caixas d’água para atender as necessidades da secretaria de educação e cultura.,0
contratação de empresa para prestação de serviço de construção de 04 (quatro) salas de aula e banheiros na unidade escolar dirceu mendes arcoverde no município de caldeirão grande do piauí - pi.,0
contratação de empresa para executar obra de reforma e ampliação do mercado público do município de pavussu.,0
contratação de pessoa jurídica do ramo para locação de veículo automotor seminovo tipo pick-up/caminhonete 4x4 diesel motorização mínima de 180 cv câmbio automático/manual com capacidade para 05 lugares 04 portas ar condicionado direção hidráulica ou similar trio elétrico (trava vidro e alarme) com sistema de freios abs airbag todos os acessórios de segurança exigidos pela legislação de trânsito vigente emplacamento regularizado conforme o ano em exercício quilometragem livre e sem motorista destinado à secretaria municipal da administração e finanças de cristino castro-pi contratação para 12 (doze) meses. ,0
aquisição de combustível para atender as necessidades da secretaria de trabalho e assistência social do município de cajueiro da praia/pi,0
contratação de empresa para fornecimento pães para atender as demandas do município de buriti dos lopes – pi.,0
prestação de serviços técnicos especializados de consultoria e assessoria incluindo defesa administrativa ou judicial no tocante a assuntos tributários assuntos envolvendo repasses da educação departamento de pessoal fundos municipais elaboração de projetos de leis acompanhamento e assessoria em processos legislativos em atendimento aos interesses da prefeitura municipal de paes landim-pi.  ,0
fornecimento de 180 (cento e oitenta) cápsulas de liberação prolongada do fármaco cloridrato de metilfenidadto 40mg la para o paciente joão pedro vanderlei vasconcelos nos termos e condições estabelecidas por esta secretaria de saúde do estado do piauí,1
contrato de aquisição de gêneros alimentícios perecíveis (carnes),0
este pregão eletrônico tem como objeto contratação de empresas especializada para fornecimento de gás de cozinha (glp 13 kg) incluindo a entrega venda de vasilhames e regulador de gás para atender as necessidades das unidades da semcaspi mediante registro de preços do tipo menor preço por lote conforme especificações constantes no edital. ,0
prestação de serviços de assessoria técnica contábil para a iv coordenação regional  de saúde,0
contratação de empresa para fornecimento de combustíveis e arla 32 para suprir a demanda da companhia de gás do piauí.,0
contratação dos serviços de manutenção e reparo de vias logradouros e praças ruas e chafarizes do município de união-pi.,0
fornecimento de alimentação para os participantes do tribunal popular do júri que ocorrerá na 1ª vara da comarca de valença do piauí - 1varvalpia nas datas de 15.08.2023 e 17.08.2023,0
aquisição de material oftamológico compatível com a marca alcon para o hospital gétulio vargas- hgv ,1
contratação de empresa para o fornecimento de gêneros alimentícios destinados a atender as necessidades da administração direta e indierta do município de jerumenha-pi.,0
aquisição de gêneros alimentícios e materiais de limpeza cozinha e conservação para o gabinete e demais orgão da administração municipal,0
contratação de empresa para a aquisição de condicionador de ar para atender as necessidades do município de regeneração/pi,0
registro de preço para futuras contratação de empresa para locação de estruturas de som palcos móveis iluminação gerador e acessórios necessários para a realização de eventos no município de avelino lopes - pi.,0
" evento ""onde tem bola a bala não rola"" a ser realizado nos dias 30 de setembro a 29 de outubro de 2023 no município de teresina-pi",0
constitui objeto deste contrato a prestação de serviços de elaboração de projetos complementares executivos para obras de engenharia para a construção do novo fórum da comarca de fronteiras conforme especificações e exigências técnicas constantes no termo de referência e seus anexos.,0
contratação dos serviços de locação de infraestrutura tecnológica de datacenter através de hospedagem em servidor para gerenciamento do sistema contábil no município de são josé do divino-pi.,0
aquisição de material gráfico e arte visual para atender as necessidades da prefeitura municipal de pau d’arco do piauí - pi e suas secretarias,0
contratação de empresa através de dispensa de licitação tendo como objeto a realização de seleção interna de gestores para as escolas da rede municipal de ensino conforme especificações dispostas no termo de referência.,0
contratação de empresa para prestação de serviços de assessoria e consultoria administrativa,0
contratação de empresa para realização de reforma da secretaria municipal de saúde de patos do piauí - pi,0
registro de preço para a contratação de empresa para a aquisição de material de limpeza destinados a reposição de estoques para atendimento das necessidades da secretaria de saúde municipal.,0
contratação de empresas especializada para prestação de serviços de assessoria em elaboração de laudos tecnicos das condições do ambiente de trabalho - ltcat para a prefeitura municipal de coronel josé dias - pi.,0
contratação de empresa de forma emergencial para aquisição de material odontológicos para atendimento das necessidades do centro especializado de odontologia e unidades básicas de saúde,0
credenciamento de microempreendedores individuais (mei´s) para prestação de serviços de apoio administrativo para atender as necessidades do município de são josé do divino-pi.,0
contratação de serviços de assessoria jurídica na condução dos processos administrativos serviços advocatícios judiciais pareceres jurídicos contratações diversas e serviços congêneres.    ,0
contratação direta com base no valor por meio de dispensa de licitação n° 42/2023 visando a contratação de empresa para aquisição de brindes para serem sorteados no dia das mães atendendo as necessidades da secretaria municipal de assistência social e cidadania do município de união—pi.,0
prestação de serviços técnicos especializados de apoio os gestores da secretaria estadual da educação na definição estruturação implementação gestão processual orçamentária e financeira monitoramento da execução diagnóstico inicial e monitoramento da aprendizagem dos jovens e adultos beneficiários do projeto de redução do analfabetismo do estado do piauí,0
contratação de empresa para executar serviços de manutenção e reposição de peças/produtos correlacionados dos ar condicionados dos veículos e máquinas do município de jacobina do piauí-pi.,0
contratação de empresa do ramo pertinente para a prestação de serviços de ornamentação e decoração em geral destinados a eventos e encontros realizados pela secretaria municipal da assistência social de bom jesus-pi estimativa para o ano de 2023.,0
contratação de empresa para prestação dos serviços técnicos contábeis para atender as necessidades da prefeitura e secretarias do município de são josé do divino-pi.,0
contratação de empresa para fornecimento de material permanente para atender as demandas das equipes do centro de atividades físicas e integradas (cafi) e programa academia da saúde da secretaria de saúde municipal de piripiri.,0
contratação de empresa para aquisição de combustiveis e derivados para atender a prefeitura municipal de cocal,0
contratação de profissional especializado para ministrar curso de capacitação com a temática “prevenção e detecção de fraudes em licitações e contratos (de acordo com a lei 14.133.21)” para até 50 (cinquenta) membros e servidores do mppi bem como integrantes de órgãos com os quais o mppi mantém cooperação ou convênio.,0
contratação de serviços gráficos para a prefeitura municipal suas secretarias e o hospital do município de bocaina -pi,0
elaboração de projeto executivo de pavimentação de vias públicas em paralelepípedo no município de acauã-pi,0
aquisição de um tanque refrigerador de leite para o município de padre marcos/pi.,0
contratação de prestação de serviços de publicidade volante por meio de equipamento de som em veículo automotor para eventos e atos da prefeitura municipal e suas secretarias.,0
prestação de serviços de fornecimento de software hospedagem de plataforma digital para aulas remotas para atender as necessidades da prefeitura municipal de buriti dos montes/pi,0
execução de serviços de implantação de 02 reservatório de 15.000 litros em fibra elevados no bairro são pedro  no município de jacobina-pi com fornecimento de materiais.,0
contratação de empresa para prestação de serviços de pousada/pensão para hospedagem de pacientes carentes em tratamento de saúde na cidade de são raimundo nonato — pi.  ,0
contratação de empresa para fornecimento de leite e fraldas por meio de registro de preços para atender as necessidades do município de cajueiro da praia–pi.,0
"disponibilização de recurso financeiro a título de emendas parlamentares dos deputados franzé silva para a contratação da apresentação audiovisual - online - para atender ao edital de credenciamento nº 01/2020 artistas e fazedores de cultura dentro do ""projeto sossega o facho em casa"" em teresina/pi.",0
aquisição de gêneros alimentícios para compor cestas básicas destinadas a doação pela secretaria de desenvolvimento social do município de luís correia/pi.,0
contratação de empresa para prestação de serviços de reforma de carteiras e conjuntos escolares para atender as necessidades da secretaria de educação do municipio de são joão da canabrava — pi.,0
registro de preços para aquisição material permanente e mobiliários em geral para atender as demandas do município de esperantina-pi,0
contratação de empresa de engenharia especializada para prestação de serviços de pavimentação em pedra poliédrica no bairro pé da serra no município de juazeiro do piauí - pi.,0
1.1. o objeto do presente termo de contrato é a aquisição de mobiliários destinados ao desenvolvimento dos trabalhos realizados nas unidades escolares regulares pertencentes à secretaria de estado da educação do piauí de acordo com as condições estabelecidas no termo de referência anexo do edital do pregão eletrônico n° 67/2017 – grupamento de apoio de são paulo.  1.2. discriminação do objeto:   item objeto (item do pregão) qtd valor unitário       01 roupeiro insalubre 04 portas – dimensão 1000 x 1970 x 400: roupeiro em aço com 04 (quatro) portas sobrepostas com 02 (dois) corpos verticais e 02 (dois) vãos horizontais. (item 96) 51 r$ 1.98800  02 roupeiro 02 portas – dimensão 640 x 1970 x 400: roupeiro em aço com 02 (duas) portas inteiriças com 02 (dois) corpos verticais e 02 (dois) vãos horizontais.   (item 97) 42 r$ 76400  03 roupeiro 08 portas – dimensão 1250 x 1970 x 400: roupeiro em aço com 08 (oito) portas sobrepostas com 04 (quatro) corpos verticais e 02 (dois) vãos horizontais. (item 99) 57 r$ 2.37000  04 roupeiro 08 portas – dimensão 640 x 1970 x 400: roupeiro em aço com 08 (oito) portas sobrepostas com 02 (dois) corpos verticais e 04 (quatro) vãos.   (item 100) 55 r$ 1.39300  05 roupeiro 16 portas – dimensão 1250 x 1970 x 400: roupeiro em aço com 16 (dezesseis) portas sobrepostas com 04 (quatro) corpos verticais e 04 (quatro) vãos horizontais.   (item 101) 112 r$ 2.55800  06 arquivo 04 gavetas – dimensão 740 x 1335 x 715: arquivo em aço com 04 (quatro) gavetas para pasta suspensa tamanho ofício.   (item 102) 116 r$ 1.76400  07 cadeira diretor fixa: fixa de dialogo com espaldar médio e braços fixos.   (item 107) 29 r$ 1.40000  08 cadeira em tela fixa com braço: assento estruturado em compensado multilaminado com espessura mínima de 12 mm.   (item 112) 23 r$ 1.50300  09 longarina de aço de 03 lugares: longarina de 03 (três) lugares fabricada com conchas individuais para assento/encosto em chapa de aço.   (item 113) 20 r$ 4.10000  10 longarina de aço 04 lugares: longarina de 04 (quatro) lugares fabricada com conchas individuais para assento/encosto em chapa de aço.   (item 114) 17 r$ 7.95900  11 cadeira fixa plástica: cadeira fixa de uso geral empilhável para uso em coletividade/público em área interna.   (item 115) 238 r$ 51300  12 armário – sob medida (mf): tampo confeccionado em mdp ou mdf ou lâmina de madeira natural ou revestimento termo formável.   (item 145) 90 r$ 2.00000  13 cadeira diretor giratória com braço.   (item 230) 120 r$ 1.93100  ,0
prestação de serviços de reforma do mercado publico ( baixio dos belos ),0
contratação de pessoa jurídica para prestação de serviços técnicos profissionais especializados de consultoria na elaboração de estudos técnicos planejamento cadastros junto aos sistemas: plataforma +brasil siga simec e siscon,0
contratação de empresa para execução de pavimentação na rua principal de acesso a unidade escolar ari nunes da comunidade santa maria na zona rural situado no município de capitão de campos - pi.,0
contratação de empresa para prestação de serviços de execução da obra de pavimentação de rua em paralelepípedo totalizando 360 m² na localidade buritizinho na zona rural do município de pau d´arco do piauí-pi.,0
contratação de empresa para fornecimento de gêneros alimentícios visando assim atender as necessidades da câmara municipal de vereadores de barreiras do piauí/pi. ,0
contratação de empresa para fornecimento de subscrição de softwares da solução de next generation firewall palo alto networks com módulos url filtering e threat prevention e  renovação da garantia dos equipamentos modelo pa3020 em alta disponibilidade por 12 (doze) meses para atendimento às demandas do ministério público do estado do piauí (mppi)  conforme condições quantidades e exigências estabelecidas no termo de referência (anexo i).,0
contratação de empresa de engenharia especializada para execução de obra de perfuração e instalação de 02 (dois) poços tubulares para captação de água subterrânea na localidade monte orebe no município de são joão do piauí (pi) de acordo com as especificações quantitativos e condições constantes no projeto básico – anexo iv.  ,0
contrato remanescente relativo ao pregão 09/2019 - pneus e baterias - valor: r$ 234.43000 (lote i) e r$ 27.54000 (lote ii).,0
"disponibilização de recurso financeiro a título de emendas parlamentares dos deputados gustavo neiva e joão madison para a contratação da atrações musicais:  gaviões do forró; pegadões do forró e forró d""paredão para atender ao evento ""aniversário de cristino castro"" no município de cristino castro/pi no dia 29 de outubro de 2019.",0
aquisição de gêneros alimentícios destinados a merenda escolar da rede municipal de ensino fmas e programas sociais federais do município de são joão da canabrava-pi durante o exercício 2020 conforme especificado no anexo i: lote i e ii.,0
contratação de escritório de advocacia para prestação de serviços especializados em assessoria e consultoria jurídica no acompanhamento dos atos e procedimentos administrativos (elaboração de portarias e decretos análise emissão de despachos e pareceres de processos administrativos de serviços via sistema assessoria acompanhamento e emissão de pareceres nas licitações públicas elaboração de minutas de contratos administrativos e aditivos contratuais) do município de jaicós.,0
contratação de empresa especializada para organização da solene de entrega de títulos de cidadãos jaicoenses para até 200 pessoas incluindo decoração completa do ambiente serviços de cerimonialista buffet fornecimento e montagem de mesas e cadeiras com capas equipe de garçons e confecção dos títulos a serem entregues.,0
contratação de empresa especializada para realização de consultas exames e cirurgias na cidade de teresina-pi destinadas a pessoas carentes do município de monsenhor hipólito-pi,0
prestação de serviços na lavagem e lubrificação de maquinas pesadas veículos leves e pesados do município de jurema-pi.  ,0
aquisição parcelada de material de informática e serviços de manutenção e recarga de acordo com as quantidades e especificações constantes no termo de referência – anexo ii deste edital.,0
aquisição de produtos para conservação de órgãos (solução de perfusão para conservação de múltiplos órgãos para transplante),0
contratação de prestação de serviços técnicos de engenharia necessários ás obras de reforma ampliação e construção das escolas e creches municipais e edifício da secretaria municipal de educação do município de pio ix/pi.,0
locação de imovel para o funcionamento da secretaria municipal de saude localizado na rua ezequiel gomes centro,0
aquisição de computadores monitores e notebook necessários à modernização do parque tecnológico da secretaria da fazenda do estado do piauí – sefaz/pi conforme quantitativos indicados no anexo i – termo de referência.,0
fornecimento de totens em estrutura metálica revestido em acm com local adequado para colocar álcool em gel como medida de enfrentamento ao covid-19 em vila nova do piauí-pi.,0
serviços de assessoria e consultoria contábil,0
contratação de serviços de digitalização e armazenamento de documentos em meio eletrônico ,0
empresa especializada para serviços técnicos e operacionais para condução do processo eletivo unificado do conselho tutelar.,0
registro de preços visando aquisição futura de material de expediente e escolar para atender as necessidades da prefeitura municipal de picos e suas secretarias.,0
o presente contrato tem por objeto a aquisição complementar de livros didáticos e paraditáticos destinados aos alunos do ensino infantil das escolas de educação básica do município de parnaíba - pi para o ano letivo de 2023 de interesse da secretaria municipal de educação.,0
registro de preços pelo prazo de 12(doze) meses para a eventual aquisição de cestas básicas objetivando atender as necessidades da secretaria de assistência social do município de caraúbas do piauí(pi).,0
contratação de empresa homologada pela agência nacional de aviação civil (anac) para prestação de serviço especializado em manutenção aeronáutica preventiva e corretiva (de acordo com a rotina de manutenção da aeronave e do motor) e demais itens necessários a manter a aeronavegabilidade para o helicóptero da pmpi conforme condições quantidades e exigências estabelecidas no edital. ,0
registro de preços para aquisição de frutas verduras e legumes para atender necessidades das secretarias do municipio de são joao do piaui.,0
contratação de profissional do setor artistico para realização de show musical gospel do município de baixa grande do ribeiro-pi.,0
contratação de empresa para digitalização de balancetes da prefeitura municipal de nossa senhora de nazaré. ,0
contratação de empresa para execução dos serviços de recuperação de vias e logradouros públicos no município de piracuruca-pi conforme especificações contidas no projeto básico e edital. ,0
fornecimento de 4 (quatro) aparelhos celulares destinados à equipe de proteção social para desenvolver atividades remotas no atendimento aos cadastrados na proteção social no período de pandemia do novo coronavírus (covid-19) sob a coordenação da secretaria municipal de assistência social de bom jesus/pi.,0
locação de imóvel para funcionamento das secretarias de desenvolvimento rural  meio ambiente e emater,0
contratação de empresa para fornecimento de água mineral para atender as necessidades da câmara municipal de floriano-pi,0
contrato de aquisição de bebedouros de água para defensoria pública do estado do piauí - dpe-pi,0
prestação de serviços de asssessoria técnica para área da gestão no âmbito da secretaria municipal de assistência social do município de domingos mourão-pi ,0
a presente licitação tem por objeto selecionar empresas do ramo pertinente com vistas ao fornecimento de forma parcelada de equipamentos e acessórios de informática e assistência técnica de informática/manutenção computadores/equipamentos para atender demanda futurado município de vera mendes/pi (prefeitura e secretarias municipais),0
contratação de empresa para prestação de serviços graficos para atender as necessidades do municipio de madeiro-pi,0
contratação de empresa para prestação de serviços exclusivos de publicação diária dos atos oficiais da administração pública municipal em jornal impresso devidamente habilitado pelo tribunal de contas do estado do piauí.,0
contratação de empresa para executar serviços mecânicos das maquinas pesadas do município de jacobina do piauí-pi.,0
contratação de serviços advocatícios para consultoria e assessoria jurídica do município de pio ix (pi) voltado para a atuação no âmbito do direito público na área administrativa jurisdicional e judicial de 1º grau assessoria de autarquias e fundações mantidas pela fazenda pública municipal e atuação perante órgãos públicos,0
aquisição de baterias para atender as necessidades da prefeitura de domingos mourão-pi e suas secretarias,0
contratação de empresa para manutenção de sistemas de informação para atender as necessidades do município de nossa senhora dos remédios.,0
objeto: registro de preço para a contratação de empresa para o fornecimento de equipamentos para apoiar a estruturação reorganização e adequação dos ambientes voltados à assistência odontológica na atenção primária à saúde e centro de especialidades odontológicas (ceo) do município de piripiri. ,0
prestação de serviço móvel pessoal (smp) com pacote de dados 3g/4g com franquia mínima de 20gb,0
aquisição de produtos eletroeletrônicos e de tecnologia da informação visando o atendimento ao centro de especialidades regional iv na cidade de parnaíba/pi,0
credenciamento para contratatação de pessoa jurídica para realização de cirurgia eletivas de média complexidade aos usuários do sistema único de saúde-sus no hospital municipal de união-pi. ,0
aquisição de medicamentos para abastecimento dos estabelecimentos de saúde vinculados à dab e dae da fms e eventualmente alguma outra demanda específica da fms no município de teresina-pi.,1
contratação de empresa especializada para instalação de sistema de geração de energia solar fotovoltaica conectados à rede (on-grind) compreendendo a elaboração do projeto executivo o fornecimento montagem comissionamento e ativação de todos os equipamentos e materiais a efetivação do acesso junto à concessionária de energia o treinamento e suporte técnico,0
contratação de empresa especializada para prestação de serviços de assessoria consultoria e análise na área financeira para a administração pública envolvendo em síntese as seguintes áreas:  a) planificação das contas com a descrição das suas funções e do funcionamento dos serviços contábeis;  b)  classificação dos fatos para registros contábeis;  c)  escrituração regular de todos os fatos relativos ao patrimônio e às variações patrimoniais da entidade por quaisquer métodos técnicos ou processos;  d)  elaboração de balancetes e de demonstrações do movimento por contas ou grupos de contas de forma analítica ou sintética;  e)  levantamento de balanços nos termos da legislação vigente;  f)  elaboração da prestação de contas mensal e anual nos termos da legislação editada pelo tribunal de contas do estado: envio do sagres contábil; documentação web;  g) relatórios de resposta de analise das notificações do tce-pi;  h)  acompanhamento dos indicadores de gastos saúde e educação;  i)  elaboração ppa ldo e loa;  j) cronograma mensal de desembolso loa;  k) relatórios da lrf;  l)  siops bimestral;  m)  siope bimestral;  n) siconfi/sistn;  o) treinamento e acompanhamento alimentação no sistema sigpc das prestações de contas do programa pdde escolas;  p) acompanhamento e perícia na documentação de despesa que compõe a prestação de contas anual e alimentação no sistema sigpc/sigicom das prestações de contas dos programas pdde- escola pdde pnae pnate caminho da escola brasil alfabetizado mais educação pro infância; e outros.  ,0
contratação de empresa especializada para em caráter de urgência para aquisição de aparelhos de condicionadores de ar para preparar de forma preventiva o hospital infantil lucídio portela - hilp bem como dar estrutura para atender possíveis pacientes infectados pelo novo coronavírus responsável pelo surto de abrangência nacional,0
contratação de empresa de engenharia para conservação do sistema viário no município de morro cabeça no tempo – pi,0
contratação de empresa para prestação de serviço e fornecimento de peças para a moto lwf 8932 pertencente a secretaria de juventude cultura e esporte.,0
contratação de escritório de advocacia com serviços técnicos profissionais especializados para consultoria e assessoria jurídica no município de tamboril do piauí - pi nas seguintes áreas: acompanhamento processual das ações do município de tamboril do piauí em 1ª e 2ª instânciano tribunal de justiça e justiça do trabalho; assessoramento junto à justiça federal de 1ª e 2ª instância; assessoramento junto ao tribunal de contas do estado e da união; assessoramento junto ao stf e stj e junto a outros órgãos da administração em especial órgão de controle e autarquias da administração estadual e federal tais como: cge cgu dnasus funasa codevasf fnde secretaria do tesouro nacional (cauc).,0
contratação dos serviços de treinamento e aperfeiçoamento de pessoal por meio do curso “formação de agentes de licitação – do planejamento a contratação de acordo com a nova lei de licitações 14.133/2021” pela empresa consulte consultoria e gestão a ser realizado nos dias 01 02 e 03 de março de 2023.,0
contratação de empresa para prestação de serviços de divulgação de ações institucionais em portal de internet para a prefeitura de marcolândia – pi. ,0
contratação de corpo jurídico especializado para prestação de serviços técnicos de consultoria assessoria jurídica e administrativa para atividade privativa da advocacia em causas de relevante complexidade do direito público notadamente no direito administrativo constitucional tributário patrocínio judicial junto à justiça comum e federal no segundo grau e nas instâncias superiores atuação perante o tribunal de contas do estado/tce tribunal de contas da união/tcu controladoria geral da união/cgu e demais órgãos da administração estadual e federal bem como o assessoramento interno da administração pública municipal em relação à procuradoria municipal.,0
constitui objeto deste contrato administrativo a contratação de instituição(ões) financeira(s) para operacionalização e gerenciamento da folha de pagamento dos servidores e magistrados ativos inativos e pensionistas inclusive aqueles que vierem a ser contratados futuramente pela administração incluindo terceirizados estagiários e outros conforme o comando do tribunal de justiça do estado do piauí conforme as especificações técnicas contidas no termo de referência.,0
contratação de empresa para prestação de serviços técnicos especializados em assessoria junto a secretaria municipal de educação de buriti dos lopes – pi.,0
contratação de pessoa jurídica para aquisição de material permanente para atendimento as necessidades da secretaria municipal de saúde do município de prata do piauí/pi,0
contratação de empresa para prestação de serviços de locação de equipamentos laboratoriais com fornecimento de reagentes e insumos para suprir a demanda do laboratório de analises clínicas do hospital getúlio vargas por um período de 12 (doze) meses objetivando o reequipamento do estabelecimento assistencial de saúde - eas ao qual se destinam elevando a segurança dos pacientes e a qualidade da assistência prestada conforme condições quantidades e exigências estabelecidas neste edital e seus anexos.,0
registo de preço para futura contratação de empresa para o fornecimento parcelado de urnas funerárias serviços e translado para o atendimento de munícipes em vulnerabilidade social para atender as necessidades da secretaria municipal de desenvolvimento e assistência social no município de são raimundo nonato.,0
aquisição de brinquedos para distribuição em festividades alusivas ao dia das crianças,0
contratação de  empresas de engenharia para construção de estádio de futebol nos municipois de :   grupo i- boa hora   grupo iv - fartura do piauí   gruupo v- são braz do piauí;   construção de quadra poliesportiva coberta nos municipios de:   grupo ii- bonfim do piauí   grupo iii - dirceu arcoverde,0
contratação de fornecedor de gêneros alimentícios para a prefeitura e secretarias do município de elesbão veloso/pi conforme orçamento e termo de referência anexo i da minuta do edital.,0
contratação de empresa especializada para a execução de reforma da sede que abriga as promotorias de justiça de união localizada na rua anfrísio lobão s/n bairro centro união-pi de acordo com as especificações técnicas discriminadas no anexo i (projeto básico).  ,0
o representante tem por objetivo a representação de serviços pelo contratado á contratante constante da realização de shows artísticos relativos á apresentação da hall94 – propaganda midia marketing ltda - epp cnpj: 29.022.152/0001-77 objetivando a prestação de serviços artísticos da banda: “nanaê (salvador-ba)” no dia 05 de março de 2019 nas festividades carnavalescas do município de manoel emídio-pi na sede do referido munícipio com duração de 03 (três) horas a ser realizado na seguinte data:     dia: 05 de março de 2019.  artista: nanaê (salvador-ba)”  duração do show: 03 (tres) horas  local denominado: sede do munícipio de manoel emídio  cidade e estado: manoel emídio – piauí  ,0
o presente contrato tem por objeto a contratação de profissionais do setor artístico (bandas musicais) regionais: (banda malla 100 alça banda xandinho diferenciado) e locais (banda do joão filho banda miguel lima dj james carvalho banda do joão pedro) consagradas pela opinião pública através de empresário exclusivo para apresentação no dia 28 de julho de 2023 durante as festividades de encerramento da copa do feijão na cidade de assunção do piauí-pi conforme solicitação da chefia de gabinete deste município,0
registro de preço para contratação de empresa especializada em serviços de filmagem designe gráfico fotografias assessoria de imprensa e serviço social de mídia para divulgação da imagem institucional do município de marcos parente (pi) conforme especificações contidas no termo do referência e edital.,0
contratação de prestador de serviços (pintor) para pintura das portas janelas grades e portais da câmara municipal de santa rosa ,0
contratação de empresa para construção de um espaço multieventos no município de pedro ii - pi.,0
contratação de me/epp/mei para prestação de serviços diversos para atender as necessidades da secretaria municipal de saúde do município de barras - pi.,0
aquisição de 02 (dois) tratores agrícolas com implementos para atender as necessidades do município de josé de freitas/pi ,0
pregão eletrônico (srp) n° 020/2022 – processo administrativo 056/2022 – cpl/pmo. (publicação ano ii – edição 316 – teresina (pi) quinta-feira 15 de setembro de 2022 – diário oficial das prefeituras piauiense) do município de oeiras – pi que tem como objeto “registro de preços para aquisição futura e parcelada de gêneros alimentícios (merenda escolar) para atender as necessidades da secretaria municipal de educação de oeiras – pi” conforme especificações do termo de referência – anexo i do edital de pregão eletrônico para registro de preços nº 020/2022 (adesão na condição de carona de 50% do referido processo),0
contratação de pessoa juridica especializada na organização e realizaçao de concurso público para provimento de cargos e vagas do quadro dos servidores efetivos do município de vera mendes – pi,0
contratação de pessoa jurídica especializada na prestação de serviços de manutenção treinamento de pessoal suporte técnico e serviços de tecnologia da informação para o funcionamento do sistema integrado de administração financeira e controle (siafc).,0
assessoria e consultoria à secretaria municipal de meio ambiente visando a habilitação e certificação no selo ecólogico referente ao edital de 2020 que será lançado pela secretaria estadual de meio ambiente recursos hídricos – semar incrementando receita de transferência do icms relativo ao ano de 2021 subsidiar as instâncias administrativas na instrução dos processos certificação; assessorar os gestores das pastas envolvidas (meio ambiente educação saúde e obras). propor ação judicial quando for o caso.,0
contratação de empresa para aquisição de bombas e peças para atender as demandas de serviços e manutenção nas bombas dos poços do município de cocal (pi).,0
contratação de empresa para o fornecimento de materiais eletricos para atender as necessidades do município de são félix do piauí- pi conforme  dispensa de licitação n.º 011/2023. ,0
contratação de empresa para prestação de serviços técnicos de assessoria e consultoria jurídica para atualização do código tributário do município de joaquim pires – pi.,0
contratação de empresa de engenharia para execução de 5.00500m² de pavimentação em paralelepípedo na zona rural do município de domingos mourão – pi conforme quantidades e especificações constantes no projeto básico anexo i do edital.,0
o objeto do presente contrato é a apresentação artística da banda “forró dos plays” a ser realizada no carnaval de picos na cidade de picos - pi na data de 20/02/2023  com duração de 02:00 hs,0
contratação de empresa para a prestação dos serviços especializados de engenharia elaboração de projeto executivo para pavimentação de vias públicas no município de pedro ii conforme convênio nº. 869331/2018,0
contratação de empresa especializada para fornecimento de pneus e acessórios para pneus (lote i) e prestação de serviços de pneus (lote ii) para as máquinas e veículos do município de são joão da varjota-pi,0
aquisição de oxímetros portáteis para atender às necessidades da secretaria de saúde do município de ribeiro gonçalves-pi ,0
contratação de empresa especializada para fornecimento parcelado de gêneros alimentícios para atender necessidades da secretaria municipal de assistência social de assunção do piauí/pi durante o ano de 2019,0
o objeto do presente contrato é a apresentação artística da banda “waldo & felipe” a ser realizada no carnaval de lagoa do piauí na cidade de lagoa do piauí - pi na data de 21/02/2023  com duração de 01:30 hs,0
